"GEOID","NAME","total_workers","total_workers_moe_90","avg_commute_minutes","avg_commute_se","avg_commute_moe_90","avg_commute_rse","reliability"
"260873320004","Block Group 4; Census Tract 3320; Lapeer County; Michigan",780,331,49.0346153846154,18.5442493839177,30.5052902365447,0.37818690405668,"Low reliability"
"261635706001","Block Group 1; Census Tract 5706; Wayne County; Michigan",533,469,49.0065666041276,35.0401913031883,57.6411146937448,0.715010124790849,"Low reliability"
"261635347001","Block Group 1; Census Tract 5347; Wayne County; Michigan",185,96,48.9972972972973,25.9948828277254,42.7615822516082,0.530537075749263,"Low reliability"
"261635342003","Block Group 3; Census Tract 5342; Wayne County; Michigan",107,92,48.6682242990654,41.2357040972291,67.8327332399418,0.847281870072686,"Low reliability"
"260873400002","Block Group 2; Census Tract 3400; Lapeer County; Michigan",819,197,48.5958485958486,11.4053611985067,18.7618191715435,0.234698261848668,"Moderate reliability"
"260490002001","Block Group 1; Census Tract 2; Genesee County; Michigan",38,35,48.3947368421053,52.5165986078078,86.3898047098438,1.08517169499549,"Low reliability"
"261570010003","Block Group 3; Census Tract 10; Tuscola County; Michigan",155,117,48.3387096774194,32.6543612517875,53.7164242591905,0.675532331535144,"Low reliability"
"260799506011","Block Group 1; Census Tract 9506.01; Kalkaska County; Michigan",150,71,48.3,20.4892460420658,33.7048097391983,0.424207992589355,"Low reliability"
"260859612001","Block Group 1; Census Tract 9612; Lake County; Michigan",339,77,48.2256637168142,11.7161146654189,19.2730086246141,0.242943564949507,"Moderate reliability"
"260992322003","Block Group 3; Census Tract 2322; Macomb County; Michigan",330,189,48.169696969697,27.9409828955395,45.9629168631624,0.580053117484149,"Low reliability"
"260490026001","Block Group 1; Census Tract 26; Genesee County; Michigan",153,104,48,30.990467447618,50.9793189513316,0.645634738492041,"Low reliability"
"260490035003","Block Group 3; Census Tract 35; Genesee County; Michigan",275,154,47.4054545454545,23.5811598660752,38.7910079796937,0.497435581879391,"Low reliability"
"261112910002","Block Group 2; Census Tract 2910; Midland County; Michigan",419,162,47.2326968973747,18.6329412460719,30.6511883497882,0.394492427280974,"Low reliability"
"261635090004","Block Group 4; Census Tract 5090; Wayne County; Michigan",90,108,47.2,51.8443940360636,85.2840281893247,1.09839817873016,"Low reliability"
"260937336041","Block Group 1; Census Tract 7336.04; Livingston County; Michigan",372,167,47.0645161290323,17.0546275765246,28.0548623633829,0.36236700128325,"Low reliability"
"261251250001","Block Group 1; Census Tract 1250; Oakland County; Michigan",566,166,47.0273851590106,13.1536057819913,21.6376815113758,0.279700981407236,"Moderate reliability"
"260873325002","Block Group 2; Census Tract 3325; Lapeer County; Michigan",539,264,46.9703153988868,18.1288244285466,29.8219161849592,0.385963438282049,"Low reliability"
"260350007003","Block Group 3; Census Tract 7; Clare County; Michigan",106,70,46.877358490566,25.9955506692942,42.762680850989,0.554543846034451,"Low reliability"
"261635708002","Block Group 2; Census Tract 5708; Wayne County; Michigan",195,172,46.6923076923077,43.1271275678572,70.9441248491251,0.923645236214405,"Low reliability"
"260992568001","Block Group 1; Census Tract 2568; Macomb County; Michigan",145,85,46.6620689655172,25.3306003119089,41.6688375130902,0.542852061074017,"Low reliability"
"261635728002","Block Group 2; Census Tract 5728; Wayne County; Michigan",474,305,46.3206751054852,34.8412109860473,57.3137920720479,0.752174075759995,"Low reliability"
"260992454001","Block Group 1; Census Tract 2454; Macomb County; Michigan",179,86,46.2402234636872,19.1685191194774,31.5322139515403,0.414542095250266,"Low reliability"
"261635920001","Block Group 1; Census Tract 5920; Wayne County; Michigan",253,113,46.1679841897233,19.5055433316738,32.0866187806034,0.422490686435809,"Low reliability"
"261635363001","Block Group 1; Census Tract 5363; Wayne County; Michigan",235,201,46.1106382978723,31.8458142778794,52.3863644871116,0.690639198532822,"Low reliability"
"261476250011","Block Group 1; Census Tract 6250.01; St. Clair County; Michigan",142,77,46.0070422535211,22.085877439549,36.3312683880581,0.480054277730898,"Low reliability"
"260873320003","Block Group 3; Census Tract 3320; Lapeer County; Michigan",615,280,45.9780487804878,17.2274164110699,28.33909999621,0.374687853617244,"Low reliability"
"260873330002","Block Group 2; Census Tract 3330; Lapeer County; Michigan",692,158,45.7550578034682,11.6433623008902,19.1533309849643,0.25447158980548,"Moderate reliability"
"261635414002","Block Group 2; Census Tract 5414; Wayne County; Michigan",300,147,45.735,22.8372665894895,37.5673035397102,0.499338943686225,"Low reliability"
"261251443011","Block Group 1; Census Tract 1443.01; Oakland County; Michigan",278,115,45.7248201438849,17.8670243648913,29.3912550802462,0.390751113042503,"Low reliability"
"260099607012","Block Group 2; Census Tract 9607.01; Antrim County; Michigan",394,170,45.6852791878173,18.096591599687,29.768893181485,0.396114282793148,"Low reliability"
"260490003002","Block Group 2; Census Tract 3; Genesee County; Michigan",168,89,45.5238095238095,24.4100161279673,40.1544765305062,0.536203283145725,"Low reliability"
"260873385001","Block Group 1; Census Tract 3385; Lapeer County; Michigan",777,229,45.4697554697555,13.8593895916274,22.7986958782271,0.304804577206185,"Low reliability"
"260450208003","Block Group 3; Census Tract 208; Eaton County; Michigan",1049,235,45.4385128693994,14.920432378922,24.5441112633266,0.328365332329574,"Low reliability"
"261299504003","Block Group 3; Census Tract 9504; Ogemaw County; Michigan",438,125,45.4360730593607,10.9027942773252,17.9350965862,0.23995899168225,"Moderate reliability"
"260937250006","Block Group 6; Census Tract 7250; Livingston County; Michigan",502,249,45.4013944223108,19.989771543792,32.8831741895378,0.440289814842532,"Low reliability"
"261210019023","Block Group 3; Census Tract 19.02; Muskegon County; Michigan",141,77,45.3262411347518,24.9481823610866,41.0397599839874,0.550413661854671,"Low reliability"
"260350005002","Block Group 2; Census Tract 5; Clare County; Michigan",262,139,45.1354961832061,23.4295212877034,38.5415625182721,0.519093025865993,"Low reliability"
"260490125011","Block Group 1; Census Tract 125.01; Genesee County; Michigan",544,153,45.109375,14.3802989458861,23.6555917659826,0.318787368388191,"Low reliability"
"260992681003","Block Group 3; Census Tract 2681; Macomb County; Michigan",111,94,45.045045045045,37.0551950348941,60.9557958324008,0.822625329774649,"Low reliability"
"261550313023","Block Group 3; Census Tract 313.02; Shiawassee County; Michigan",562,118,45.0097864768683,9.40137060639116,15.4652546475135,0.208873921479782,"Moderate reliability"
"260873300002","Block Group 2; Census Tract 3300; Lapeer County; Michigan",469,121,45.0095948827292,11.5794736417097,19.0482341406125,0.257266782157884,"Moderate reliability"
"261635137002","Block Group 2; Census Tract 5137; Wayne County; Michigan",495,299,44.9515151515152,23.9616018186203,39.4168349916303,0.533054375094019,"Low reliability"
"260510009002","Block Group 2; Census Tract 9; Gladwin County; Michigan",307,67,44.9397394136808,9.03588196149775,14.8640258266638,0.201066630100374,"Moderate reliability"
"261476556002","Block Group 2; Census Tract 6556; St. Clair County; Michigan",619,112,44.8941841680129,7.58064205773421,12.4701561849728,0.168855770479407,"Moderate reliability"
"261476551002","Block Group 2; Census Tract 6551; St. Clair County; Michigan",395,86,44.8721518987342,8.62804566757497,14.1931351231608,0.192280630691535,"Moderate reliability"
"261635409001","Block Group 1; Census Tract 5409; Wayne County; Michigan",140,92,44.8571428571429,25.3771370333283,41.7453904198251,0.565732354246173,"Low reliability"
"260873385003","Block Group 3; Census Tract 3385; Lapeer County; Michigan",572,226,44.8103146853147,14.8431439086567,24.4169717297402,0.331243911427408,"Low reliability"
"261251222001","Block Group 1; Census Tract 1222; Oakland County; Michigan",360,223,44.6416666666667,25.3452971758835,41.6930138543284,0.567749796734371,"Low reliability"
"261450106001","Block Group 1; Census Tract 106; Saginaw County; Michigan",563,311,44.6083481349911,23.2819906558121,38.298874628811,0.521920035804903,"Low reliability"
"260319604021","Block Group 1; Census Tract 9604.02; Cheboygan County; Michigan",172,69,44.5901162790698,17.2444545117463,28.3671276718226,0.386732665235069,"Low reliability"
"261079609003","Block Group 3; Census Tract 9609; Mecosta County; Michigan",286,95,44.5751748251748,14.9089884670457,24.5252860282902,0.334468423859675,"Low reliability"
"260490019003","Block Group 3; Census Tract 19; Genesee County; Michigan",336,157,44.5461309523809,16.2264634925915,26.6925324453131,0.364262016603358,"Low reliability"
"261251245004","Block Group 4; Census Tract 1245; Oakland County; Michigan",232,135,44.5215517241379,22.7620913707962,37.4436403049598,0.511260063706528,"Low reliability"
"261590113004","Block Group 4; Census Tract 113; Van Buren County; Michigan",499,164,44.4498997995992,12.3790730395696,20.363575150092,0.27849495938979,"Moderate reliability"
"260670302001","Block Group 1; Census Tract 302; Ionia County; Michigan",279,133,44.405017921147,18.221006851443,29.9735562706237,0.410336662487093,"Low reliability"
"261251456002","Block Group 2; Census Tract 1456; Oakland County; Michigan",422,228,44.3945497630332,20.6111942608843,33.9054145591546,0.464273077909373,"Low reliability"
"261210014023","Block Group 3; Census Tract 14.02; Muskegon County; Michigan",45,34,44.3111111111111,33.1697070753089,54.5641681388831,0.748564101498947,"Low reliability"
"261179709002","Block Group 2; Census Tract 9709; Montcalm County; Michigan",280,113,44.2785714285714,15.3461293938356,25.2443828528595,0.346581402667685,"Low reliability"
"261635192003","Block Group 3; Census Tract 5192; Wayne County; Michigan",112,117,44.2678571428571,36.4396135797557,59.9431643386982,0.823161904181654,"Low reliability"
"260450214012","Block Group 2; Census Tract 214.01; Eaton County; Michigan",300,140,44.2566666666667,20.3994825701426,33.5571488278845,0.460935811632354,"Low reliability"
"261251222002","Block Group 2; Census Tract 1222; Oakland County; Michigan",335,123,44.2537313432836,14.7076952059485,24.1941586137853,0.332349267722951,"Low reliability"
"261635232003","Block Group 3; Census Tract 5232; Wayne County; Michigan",322,181,44.2406832298137,21.7667975545774,35.8063819772798,0.492008621148708,"Low reliability"
"260992503004","Block Group 4; Census Tract 2503; Macomb County; Michigan",452,295,44.1714601769912,27.4360536846014,45.1323083111693,0.621126256063701,"Low reliability"
"260859613003","Block Group 3; Census Tract 9613; Lake County; Michigan",353,167,44.0949008498584,19.6624709087303,32.3447646448614,0.445912577866551,"Low reliability"
"260810145041","Block Group 1; Census Tract 145.04; Kent County; Michigan",480,358,44.05,31.5902728344327,51.9659988126418,0.71714580781913,"Low reliability"
"260937121011","Block Group 1; Census Tract 7121.01; Livingston County; Michigan",557,186,44.0368043087971,12.5445789271016,20.6358323350822,0.284865787243232,"Moderate reliability"
"261251435002","Block Group 2; Census Tract 1435; Oakland County; Michigan",196,141,44.0255102040816,27.1405288280058,44.6461699220695,0.616472783670082,"Low reliability"
"261251230001","Block Group 1; Census Tract 1230; Oakland County; Michigan",1004,299,44.0169322709163,11.0541986720838,18.1841568155779,0.251135145085695,"Moderate reliability"
"260370107012","Block Group 2; Census Tract 107.01; Clinton County; Michigan",422,149,44.0071090047393,17.7373039351632,29.1778649733435,0.403055423005701,"Low reliability"
"260810101012","Block Group 2; Census Tract 101.01; Kent County; Michigan",929,330,43.8950484391819,13.1500507961675,21.6318335596955,0.29957936632391,"Moderate reliability"
"260750059003","Block Group 3; Census Tract 59; Jackson County; Michigan",354,181,43.8319209039548,26.8073469550664,44.0980857410842,0.611594162478233,"Low reliability"
"260873310002","Block Group 2; Census Tract 3310; Lapeer County; Michigan",312,98,43.8317307692308,12.9540017760287,21.3093329215672,0.295539362664689,"Moderate reliability"
"261439712001","Block Group 1; Census Tract 9712; Roscommon County; Michigan",48,45,43.7604166666667,39.1701539874007,64.4349033092741,0.895104685263143,"Low reliability"
"261251240001","Block Group 1; Census Tract 1240; Oakland County; Michigan",491,263,43.7556008146639,21.2119439978755,34.8936478765053,0.484782373066323,"Low reliability"
"261635004001","Block Group 1; Census Tract 5004; Wayne County; Michigan",127,94,43.748031496063,31.3641418076836,51.5940132736395,0.716926927569442,"Low reliability"
"261179707001","Block Group 1; Census Tract 9707; Montcalm County; Michigan",581,154,43.7444061962134,10.5750364418863,17.395934946903,0.24174602792532,"Moderate reliability"
"261635443002","Block Group 2; Census Tract 5443; Wayne County; Michigan",386,207,43.7435233160622,21.2660467195387,34.9826468536412,0.486153037236716,"Low reliability"
"260873420002","Block Group 2; Census Tract 3420; Lapeer County; Michigan",539,167,43.7198515769944,14.0623836670301,23.1326211322645,0.321647561915095,"Low reliability"
"260873300003","Block Group 3; Census Tract 3300; Lapeer County; Michigan",787,131,43.7007623888183,7.21514182169249,11.8689082966842,0.165103339788384,"Moderate reliability"
"260910601003","Block Group 3; Census Tract 601; Lenawee County; Michigan",402,100,43.6791044776119,10.1646415085719,16.7208352816008,0.232711765273986,"Moderate reliability"
"261450110011","Block Group 1; Census Tract 110.01; Saginaw County; Michigan",127,81,43.5314960629921,27.9199736145053,45.9283565958612,0.641374088639264,"Low reliability"
"260992305021","Block Group 1; Census Tract 2305.02; Macomb County; Michigan",77,70,43.5194805194805,36.3669664978113,59.8236598888995,0.835647991743202,"Low reliability"
"260590501022","Block Group 2; Census Tract 501.02; Hillsdale County; Michigan",502,154,43.4930278884462,13.2889050491388,21.8602488058333,0.305541041732551,"Low reliability"
"260799504003","Block Group 3; Census Tract 9504; Kalkaska County; Michigan",332,83,43.3930722891566,9.71356849488486,15.9788201740856,0.223850674369331,"Moderate reliability"
"261476460002","Block Group 2; Census Tract 6460; St. Clair County; Michigan",418,144,43.3265550239234,13.1240524295417,21.5890662465961,0.302910130341428,"Low reliability"
"261179709003","Block Group 3; Census Tract 9709; Montcalm County; Michigan",563,119,43.3214920071048,9.94303576316515,16.3562938304067,0.229517389695038,"Moderate reliability"
"260650062001","Block Group 1; Census Tract 62; Ingham County; Michigan",459,233,43.318082788671,20.9566682199616,34.4737192218369,0.483785681887159,"Low reliability"
"260910603023","Block Group 3; Census Tract 603.02; Lenawee County; Michigan",409,138,43.2921760391198,14.4558664917329,23.7799003789006,0.333914065180513,"Low reliability"
"261476551003","Block Group 3; Census Tract 6551; St. Clair County; Michigan",789,123,43.2401774397972,5.88912825258669,9.6876159755051,0.136195746670699,"Moderate reliability"
"260490027004","Block Group 4; Census Tract 27; Genesee County; Michigan",357,231,43.218487394958,25.6037176383739,42.1181155151251,0.592425121323448,"Low reliability"
"261251224002","Block Group 2; Census Tract 1224; Oakland County; Michigan",433,232,43.1674364896074,24.5719734933371,40.4208963965395,0.569224755777491,"Low reliability"
"261653803002","Block Group 2; Census Tract 3803; Wexford County; Michigan",405,68,43.1641975308642,6.30681634988215,10.3747128955561,0.146112211292067,"Moderate reliability"
"261476430005","Block Group 5; Census Tract 6430; St. Clair County; Michigan",790,180,43.1544303797468,12.2922828455058,20.220805280857,0.284844052796831,"Moderate reliability"
"261550313013","Block Group 3; Census Tract 313.01; Shiawassee County; Michigan",819,186,43.1245421245421,8.18236993610466,13.4599985448922,0.189738128986373,"Moderate reliability"
"260873380001","Block Group 1; Census Tract 3380; Lapeer County; Michigan",854,235,43.1182669789227,11.7449256573761,19.3204027063836,0.272388629698807,"Moderate reliability"
"261251908004","Block Group 4; Census Tract 1908; Oakland County; Michigan",319,125,43.0438871473354,16.3529736007024,26.9006415731555,0.379913959553133,"Low reliability"
"260873330001","Block Group 1; Census Tract 3330; Lapeer County; Michigan",578,180,42.9403114186851,12.1967883082462,20.063716767065,0.28404051822826,"Moderate reliability"
"260873420003","Block Group 3; Census Tract 3420; Lapeer County; Michigan",640,166,42.89453125,9.64063737042273,15.8588484743454,0.22475213248595,"Moderate reliability"
"260730004021","Block Group 1; Census Tract 4.02; Isabella County; Michigan",331,148,42.8942598187311,21.7478451114141,35.7752052082761,0.50701061641626,"Low reliability"
"261476470001","Block Group 1; Census Tract 6470; St. Clair County; Michigan",364,140,42.8186813186813,15.682058475313,25.7969861918899,0.36624337771166,"Low reliability"
"261179705013","Block Group 3; Census Tract 9705.01; Montcalm County; Michigan",945,402,42.8,17.718635927721,29.147156101101,0.413986820741144,"Low reliability"
"260490127032","Block Group 2; Census Tract 127.03; Genesee County; Michigan",561,174,42.7825311942959,14.9620631634463,24.6125939038692,0.349723654626615,"Low reliability"
"261635439001","Block Group 1; Census Tract 5439; Wayne County; Michigan",226,140,42.7654867256637,23.9433393566562,39.3867932416995,0.559875291733503,"Low reliability"
"261251314001","Block Group 1; Census Tract 1314; Oakland County; Michigan",973,155,42.7147995889003,6.84143406752458,11.2541590410779,0.160165425879754,"Moderate reliability"
"260873410003","Block Group 3; Census Tract 3410; Lapeer County; Michigan",1147,249,42.7035745422842,10.8461005543687,17.8418354119366,0.25398577684941,"Moderate reliability"
"260937110001","Block Group 1; Census Tract 7110; Livingston County; Michigan",862,227,42.6838747099768,11.3949778036969,18.7447384870814,0.26696212284199,"Moderate reliability"
"260937137001","Block Group 1; Census Tract 7137; Livingston County; Michigan",356,225,42.6727528089888,22.3373037350788,36.7448646442046,0.52345588846974,"Low reliability"
"261476581001","Block Group 1; Census Tract 6581; St. Clair County; Michigan",913,194,42.6533406352683,9.80192618801521,16.124168579285,0.229804419584205,"Moderate reliability"
"261251371023","Block Group 3; Census Tract 1371.02; Oakland County; Michigan",607,403,42.5906095551895,22.7744429891502,37.4639587171521,0.534729209724946,"Low reliability"
"261519710002","Block Group 2; Census Tract 9710; Sanilac County; Michigan",459,128,42.578431372549,12.6461950756046,20.8029908993696,0.297009416926473,"Moderate reliability"
"260873420001","Block Group 1; Census Tract 3420; Lapeer County; Michigan",652,150,42.5007668711656,9.088677239363,14.9508740587521,0.213847370493664,"Moderate reliability"
"260490112092","Block Group 2; Census Tract 112.09; Genesee County; Michigan",792,316,42.4393939393939,20.5571645572186,33.8165356966246,0.484388740013005,"Low reliability"
"261251546001","Block Group 1; Census Tract 1546; Oakland County; Michigan",498,115,42.3955823293173,9.05141564552352,14.8895787368862,0.213499028630262,"Moderate reliability"
"261635448001","Block Group 1; Census Tract 5448; Wayne County; Michigan",204,110,42.3602941176471,19.6075886006915,32.2544832481375,0.462876592552343,"Low reliability"
"261635648001","Block Group 1; Census Tract 5648; Wayne County; Michigan",281,118,42.355871886121,23.1279070172937,38.0454070434481,0.546037798005337,"Low reliability"
"261251326005","Block Group 5; Census Tract 1326; Oakland County; Michigan",411,149,42.2287104622871,13.4336159348927,22.0982982128985,0.318115703459374,"Low reliability"
"261359704003","Block Group 3; Census Tract 9704; Oscoda County; Michigan",139,62,42.2086330935252,17.3866199637532,28.6009898403741,0.411920943405778,"Low reliability"
"260490112113","Block Group 3; Census Tract 112.11; Genesee County; Michigan",163,74,42.2085889570552,26.1610933883548,43.0349986238436,0.619804974171778,"Low reliability"
"261251307001","Block Group 1; Census Tract 1307; Oakland County; Michigan",604,284,42.137417218543,19.9707041852992,32.8518083848171,0.47394229413071,"Low reliability"
"261476320001","Block Group 1; Census Tract 6320; St. Clair County; Michigan",632,311,42.1139240506329,22.6175224275115,37.2058243932564,0.537055687337965,"Low reliability"
"260490130011","Block Group 1; Census Tract 130.01; Genesee County; Michigan",889,159,42.0562429696288,7.96707472793913,13.1058379274599,0.189438574760294,"Moderate reliability"
"260419701002","Block Group 2; Census Tract 9701; Delta County; Michigan",242,69,42.0413223140496,12.1852434256172,20.0447254351403,0.289839680459933,"Moderate reliability"
"261570009002","Block Group 2; Census Tract 9; Tuscola County; Michigan",404,158,42.0173267326733,16.1540279252387,26.5733759370176,0.38446110643867,"Low reliability"
"260992221052","Block Group 2; Census Tract 2221.05; Macomb County; Michigan",1052,331,41.9738593155894,11.4944119103824,18.9083075925791,0.273846915623347,"Moderate reliability"
"260150107001","Block Group 1; Census Tract 107; Barry County; Michigan",207,82,41.9661835748792,17.0937218665354,28.1191724704508,0.407321333759967,"Low reliability"
"260590501021","Block Group 1; Census Tract 501.02; Hillsdale County; Michigan",506,152,41.9446640316206,11.4414802959758,18.8212350868801,0.272775585646614,"Moderate reliability"
"260270020005","Block Group 5; Census Tract 20; Cass County; Michigan",561,301,41.9420677361854,22.4454127739511,36.9227040131496,0.535152747240127,"Low reliability"
"260210008011","Block Group 1; Census Tract 8.01; Berrien County; Michigan",330,176,41.9181818181818,22.4441818605359,36.9206791605816,0.535428324584461,"Low reliability"
"261570012001","Block Group 1; Census Tract 12; Tuscola County; Michigan",659,202,41.912746585736,10.483803980826,17.2458575484588,0.250134024487767,"Moderate reliability"
"261635339002","Block Group 2; Census Tract 5339; Wayne County; Michigan",410,247,41.8756097560976,29.0250913266899,47.7462752324049,0.693126416444922,"Low reliability"
"260910603012","Block Group 2; Census Tract 603.01; Lenawee County; Michigan",909,283,41.8740374037404,11.965385904756,19.6830598133236,0.285747127495454,"Moderate reliability"
"260555509002","Block Group 2; Census Tract 5509; Grand Traverse County; Michigan",249,166,41.8654618473896,25.1575316698331,41.3841395968754,0.600913749895768,"Low reliability"
"261519705001","Block Group 1; Census Tract 9705; Sanilac County; Michigan",333,103,41.8438438438438,11.3480869770603,18.6676030772642,0.271200872926732,"Moderate reliability"
"261635990011","Block Group 1; Census Tract 5990.01; Wayne County; Michigan",608,322,41.8190789473684,19.3113095179639,31.7671041570506,0.461782277468814,"Low reliability"
"260937240023","Block Group 3; Census Tract 7240.02; Livingston County; Michigan",623,139,41.8170144462279,8.08865616203393,13.3058393865458,0.193429786156423,"Moderate reliability"
