"GEOID","NAME","total_workers","total_workers_moe_90","avg_commute_minutes","avg_commute_se","avg_commute_moe_90","avg_commute_rse","reliability"
"26059050102","Census Tract 501.02; Hillsdale County; Michigan",1008,183,42.7157738095238,8.23576583694586,13.5478348017759,0.192803854465341,"Moderate reliability"
"26125131400","Census Tract 1314; Oakland County; Michigan",973,155,42.7147995889003,6.84143406752458,11.2541590410779,0.160165425879754,"Moderate reliability"
"26049011209","Census Tract 112.09; Genesee County; Michigan",2485,370,42.582092555332,9.33164598920625,15.3505576522443,0.219144843036554,"Moderate reliability"
"26051000900","Census Tract 9; Gladwin County; Michigan",495,90,42.5111111111111,7.32012861244622,12.041611567474,0.172193302436006,"Moderate reliability"
"26087332500","Census Tract 3325; Lapeer County; Michigan",1501,188,42.4960026648901,5.62090398202838,9.24638705043668,0.132269004836832,"Moderate reliability"
"26087340000","Census Tract 3400; Lapeer County; Michigan",1882,214,41.9064824654623,5.63788256610392,9.27431682124095,0.134534855573966,"Moderate reliability"
"26015010602","Census Tract 106.02; Barry County; Michigan",1166,240,41.7924528301887,8.98343706297786,14.7777539685986,0.214953573064482,"Moderate reliability"
"26155031301","Census Tract 313.01; Shiawassee County; Michigan",1677,190,41.7376267143709,4.75840147309186,7.8275704232361,0.114007475931866,"High reliability"
"26157001200","Census Tract 12; Tuscola County; Michigan",1534,218,41.6375488917862,5.52521057771401,9.08897140033955,0.132697786607798,"Moderate reliability"
"26049013001","Census Tract 130.01; Genesee County; Michigan",1283,160,41.6091192517537,5.93366463188059,9.76087831944358,0.142604908216857,"Moderate reliability"
"26147657200","Census Tract 6572; St. Clair County; Michigan",2461,251,41.5808614384397,5.10710792003085,8.40119252845075,0.12282352369231,"Moderate reliability"
"26147646000","Census Tract 6460; St. Clair County; Michigan",1715,226,41.535860058309,6.09937018182152,10.0334639490964,0.146845886259706,"Moderate reliability"
"26147655100","Census Tract 6551; St. Clair County; Michigan",1949,155,41.4989738327347,3.19172504334411,5.25038769630106,0.0769109389598075,"High reliability"
"26093711000","Census Tract 7110; Livingston County; Michigan",1762,249,41.4063564131669,6.54968082646077,10.774224959528,0.158180564382575,"Moderate reliability"
"26147647000","Census Tract 6470; St. Clair County; Michigan",1081,192,41.163737280296,7.17151519308835,11.7971424926303,0.174219244094757,"Moderate reliability"
"26049011901","Census Tract 119.01; Genesee County; Michigan",688,179,41.1308139534884,9.75264196823342,16.043096037744,0.237112787975991,"Moderate reliability"
"26163543500","Census Tract 5435; Wayne County; Michigan",282,140,41.0620567375887,15.7456459293076,25.901587553711,0.383459748008528,"Low reliability"
"26163570600","Census Tract 5706; Wayne County; Michigan",812,451,40.9796798029557,20.6011154807371,33.8888349658126,0.502715384302521,"Low reliability"
"26041970100","Census Tract 9701; Delta County; Michigan",511,86,40.9461839530333,6.96941827926525,11.4646930693913,0.170209226023588,"Moderate reliability"
"26093733604","Census Tract 7336.04; Livingston County; Michigan",1063,213,40.840545625588,7.55708651613221,12.4314073190375,0.18503882356061,"Moderate reliability"
"26163541400","Census Tract 5414; Wayne County; Michigan",522,162,40.7969348659004,14.2126355450311,23.3797854715761,0.348375082386656,"Low reliability"
"26087338500","Census Tract 3385; Lapeer County; Michigan",2020,270,40.7485148514851,6.34544847775099,10.4382627459004,0.155722202413463,"Moderate reliability"
"26147652100","Census Tract 6521; St. Clair County; Michigan",877,137,40.7291904218928,5.68390764574081,9.35002807724363,0.139553661314259,"Moderate reliability"
"26117970502","Census Tract 9705.02; Montcalm County; Michigan",1631,421,40.7191906805641,11.0295326236164,18.143581165849,0.270868169019896,"Moderate reliability"
"26087339000","Census Tract 3390; Lapeer County; Michigan",1407,154,40.1695095948827,5.54155078339392,9.11585103868299,0.137954155758473,"Moderate reliability"
"26087330000","Census Tract 3300; Lapeer County; Michigan",1689,155,40.1631142687981,4.39279428943043,7.22614660611305,0.109373846361389,"High reliability"
"26147655600","Census Tract 6556; St. Clair County; Michigan",1264,145,40.1542721518987,4.34891763161126,7.15396950400052,0.108305228772665,"High reliability"
"26045020800","Census Tract 208; Eaton County; Michigan",2453,263,39.9694251936404,7.22610595092281,11.886944289268,0.180790839896105,"Moderate reliability"
"26093722500","Census Tract 7225; Livingston County; Michigan",1344,158,39.9397321428571,4.78477989973488,7.87096293506388,0.119799999725101,"High reliability"
"26125125600","Census Tract 1256; Oakland County; Michigan",1110,173,39.9328828828829,6.93755440182226,11.4122769909976,0.17373036708041,"Moderate reliability"
"26031960402","Census Tract 9604.02; Cheboygan County; Michigan",333,82,39.8438438438438,10.1682017444486,16.7266918696179,0.255201325060399,"Moderate reliability"
"26093720100","Census Tract 7201; Livingston County; Michigan",1550,258,39.5341935483871,6.43626922052099,10.587662867757,0.162802592966604,"Moderate reliability"
"26125122200","Census Tract 1222; Oakland County; Michigan",1553,231,39.5244687701223,6.9632423937606,11.4545337377362,0.176175483452021,"Moderate reliability"
"26087341000","Census Tract 3410; Lapeer County; Michigan",1956,198,39.3859918200409,6.14151645185655,10.102794563304,0.155931491579997,"Moderate reliability"
"26147650200","Census Tract 6502; St. Clair County; Michigan",494,169,39.3785425101215,10.8964543133271,17.9246673454231,0.276710452412666,"Moderate reliability"
"26079950601","Census Tract 9506.01; Kalkaska County; Michigan",796,152,39.3366834170854,6.82111571177134,11.2207353458639,0.17340342701105,"Moderate reliability"
"26087331000","Census Tract 3310; Lapeer County; Michigan",604,98,39.2715231788079,6.80492395024588,11.1940998981545,0.173278839205249,"Moderate reliability"
"26049013110","Census Tract 131.10; Genesee County; Michigan",733,148,39.2148703956344,7.35367786344899,12.0968000853736,0.187522686910821,"Moderate reliability"
"26049012100","Census Tract 121; Genesee County; Michigan",1105,301,39.1986425339366,11.2369144151761,18.4847242129646,0.286665907000417,"Moderate reliability"
"26049012501","Census Tract 125.01; Genesee County; Michigan",838,175,39.0674224343675,9.51456152832744,15.6514537140986,0.243542085334954,"Moderate reliability"
"26125123000","Census Tract 1230; Oakland County; Michigan",1509,251,39.0255135851557,6.41087067813881,10.5458822655383,0.164273832403255,"Moderate reliability"
"26125126500","Census Tract 1265; Oakland County; Michigan",1337,292,39.016454749439,8.03478827738649,13.2172267163008,0.205933325541373,"Moderate reliability"
"26157001100","Census Tract 11; Tuscola County; Michigan",1111,130,39.0004500450045,4.46915562996814,7.35176101129759,0.114592411749376,"High reliability"
"26125131300","Census Tract 1313; Oakland County; Michigan",1899,291,38.980252764613,5.73512960439643,9.43428819923213,0.14712910249784,"Moderate reliability"
"26049012906","Census Tract 129.06; Genesee County; Michigan",1053,205,38.8314339981007,7.98765291474926,13.1396890447625,0.205700693802345,"Moderate reliability"
"26035001000","Census Tract 10; Clare County; Michigan",872,222,38.8228211009174,10.5810707007169,17.4058613026794,0.272547702631195,"Moderate reliability"
"26017286400","Census Tract 2864; Bay County; Michigan",985,171,38.6934010152284,6.13304262802711,10.0888551231046,0.158503581156212,"Moderate reliability"
"26093712102","Census Tract 7121.02; Livingston County; Michigan",1122,166,38.6782531194296,5.79265412677665,9.52891603854758,0.149765143448704,"Moderate reliability"
"26147643000","Census Tract 6430; St. Clair County; Michigan",1478,147,38.6353179972936,6.34682212738136,10.4405223995423,0.164275136232241,"Moderate reliability"
"26163570800","Census Tract 5708; Wayne County; Michigan",804,430,38.5945273631841,17.8707995264478,29.3974652210066,0.463039729915051,"Low reliability"
"26093710700","Census Tract 7107; Livingston County; Michigan",785,160,38.5566878980892,6.80367050020927,11.1920379728443,0.176458893932807,"Moderate reliability"
"26093724002","Census Tract 7240.02; Livingston County; Michigan",1091,154,38.5247479376719,6.06402901932559,9.97532773679059,0.157406066073071,"Moderate reliability"
"26087331500","Census Tract 3315; Lapeer County; Michigan",828,128,38.5199275362319,6.15397215856656,10.123284200842,0.159760740795219,"Moderate reliability"
"26093721100","Census Tract 7211; Livingston County; Michigan",1451,309,38.3101309441764,7.22649774199699,11.887588785585,0.188631507225258,"Moderate reliability"
"26125131600","Census Tract 1316; Oakland County; Michigan",1041,182,38.2065321805956,5.96920776665645,9.81934677614986,0.156235267268986,"Moderate reliability"
"26051000600","Census Tract 6; Gladwin County; Michigan",682,140,38.1370967741936,7.22277163082282,11.8814593327035,0.189389655788122,"Moderate reliability"
"26087338000","Census Tract 3380; Lapeer County; Michigan",1759,216,38.1227970437749,5.99267578393842,9.8579516645787,0.157194021652117,"Moderate reliability"
"26103002300","Census Tract 23; Marquette County; Michigan",570,74,38.0894736842105,4.86326405749048,8.00006937457184,0.127680001509354,"Moderate reliability"
"26113960101","Census Tract 9601.01; Missaukee County; Michigan",694,71,38.0122478386167,3.96623036690764,6.52444895356306,0.104340853078369,"High reliability"
"26065006002","Census Tract 60.02; Ingham County; Michigan",1625,196,38.0030769230769,4.27373696194033,7.03029730239185,0.112457656273226,"High reliability"
"26085961300","Census Tract 9613; Lake County; Michigan",1111,161,37.9644464446445,6.12552580461626,10.0764899485937,0.161349008829822,"Moderate reliability"
"26125154600","Census Tract 1546; Oakland County; Michigan",1061,207,37.9566446748351,6.25486123592252,10.2892467330925,0.164789624833974,"Moderate reliability"
"26147658500","Census Tract 6585; St. Clair County; Michigan",1570,187,37.9496815286624,4.91881969978557,8.09145840614726,0.129614255025316,"Moderate reliability"
"26093732100","Census Tract 7321; Livingston County; Michigan",1521,313,37.9056541748849,7.25003175461659,11.9263022363443,0.191265179626427,"Moderate reliability"
"26035000100","Census Tract 1; Clare County; Michigan",331,55,37.8716012084592,6.29888259920971,10.3616618757,0.166322056586368,"Moderate reliability"
"26117970600","Census Tract 9706; Montcalm County; Michigan",2798,296,37.8597212294496,4.27749471417484,7.03647880481761,0.112982731390202,"High reliability"
"26163596300","Census Tract 5963; Wayne County; Michigan",965,180,37.7476683937824,8.26764906801827,13.6002827168901,0.219024099230989,"Moderate reliability"
"26125124500","Census Tract 1245; Oakland County; Michigan",2604,398,37.7023809523809,5.95783877684548,9.80064478791081,0.158022878830129,"Moderate reliability"
"26147652600","Census Tract 6526; St. Clair County; Michigan",1349,231,37.650852483321,5.90389049081966,9.71189985739834,0.156806289935534,"Moderate reliability"
"26125122400","Census Tract 1224; Oakland County; Michigan",2422,372,37.644921552436,6.42948672891931,10.5765056690723,0.170792937367756,"Moderate reliability"
"26093743700","Census Tract 7437; Livingston County; Michigan",1010,219,37.6321782178218,10.1526628187346,16.7011303368185,0.269786743673704,"Moderate reliability"
"26163568900","Census Tract 5689; Wayne County; Michigan",979,145,37.6057201225741,9.74681777320777,16.0335152369268,0.25918444697877,"Moderate reliability"
"26125126400","Census Tract 1264; Oakland County; Michigan",1445,297,37.5847750865052,6.47829879380318,10.6568015158062,0.172364974351788,"Moderate reliability"
"26035000500","Census Tract 5; Clare County; Michigan",551,128,37.568058076225,10.7403035283806,17.6677993041862,0.285889238847234,"Moderate reliability"
"26049001900","Census Tract 19; Genesee County; Michigan",583,176,37.5368782161235,9.86990385268692,16.23599183767,0.262938856978453,"Moderate reliability"
"26099217000","Census Tract 2170; Macomb County; Michigan",854,191,37.5193208430913,7.71206503016762,12.6863469746257,0.205549163920639,"Moderate reliability"
"26049013206","Census Tract 132.06; Genesee County; Michigan",1331,282,37.423365890308,7.18255624989766,11.8153050310817,0.191927050895169,"Moderate reliability"
"26097950500","Census Tract 9505; Mackinac County; Michigan",1032,123,37.4006782945736,6.12012358009571,10.0676032892574,0.163636700166041,"Moderate reliability"
"26079950400","Census Tract 9504; Kalkaska County; Michigan",1351,150,37.3745373797187,4.14710925128756,6.82199471836803,0.110960818301339,"High reliability"
"26123970300","Census Tract 9703; Newaygo County; Michigan",1291,178,37.2594887683966,6.25782720290245,10.2941257487745,0.167952578249284,"Moderate reliability"
"26085960100","Census Tract 9601; Lake County; Michigan",664,99,37.2311746987952,4.93286379386747,8.11456094091199,0.132492832519386,"Moderate reliability"
"26165380300","Census Tract 3803; Wexford County; Michigan",982,98,37.1904276985743,3.35224324236703,5.51444013369376,0.0901372597684736,"High reliability"
"26093740800","Census Tract 7408; Livingston County; Michigan",1030,256,37.1844660194175,8.52851780372092,14.0294117871209,0.229357006209727,"Moderate reliability"
"26125132600","Census Tract 1326; Oakland County; Michigan",1553,223,37.1397295556987,5.78556727682312,9.51725817037404,0.155778390043107,"Moderate reliability"
"26009960701","Census Tract 9607.01; Antrim County; Michigan",1262,188,37.1271790808241,6.36311835608727,10.4673296957636,0.17138706773911,"Moderate reliability"
"26087330500","Census Tract 3305; Lapeer County; Michigan",1334,139,37.1056971514243,3.85842503132976,6.34710917653746,0.10398470659597,"High reliability"
"26125124000","Census Tract 1240; Oakland County; Michigan",2531,321,37.0928486764125,5.83130614953552,9.59249861598594,0.157208366507684,"Moderate reliability"
"26091060301","Census Tract 603.01; Lenawee County; Michigan",1743,253,37.0671256454389,6.36735470251774,10.4742984856417,0.171779024988986,"Moderate reliability"
"26125156900","Census Tract 1569; Oakland County; Michigan",995,174,37.0301507537688,7.70624888458791,12.6767794151471,0.20810741322201,"Moderate reliability"
"26049012703","Census Tract 127.03; Genesee County; Michigan",1186,222,36.9612141652614,7.81681781223936,12.8586653011337,0.211487040909661,"Moderate reliability"
"26093731100","Census Tract 7311; Livingston County; Michigan",1827,330,36.8864258347017,6.10436680105524,10.0416833877359,0.165490872669816,"Moderate reliability"
"26093744700","Census Tract 7447; Livingston County; Michigan",940,204,36.7797872340426,7.12068245518871,11.7135226387854,0.193603144299812,"Moderate reliability"
"26125123100","Census Tract 1231; Oakland County; Michigan",1376,214,36.734011627907,5.58274109506046,9.18360910137446,0.151977441277316,"Moderate reliability"
"26001000100","Census Tract 1; Alcona County; Michigan",445,74,36.7044943820225,6.72878600353982,11.068852975823,0.18332321741055,"Moderate reliability"
"26035000200","Census Tract 2; Clare County; Michigan",349,54,36.6575931232092,5.27697947935737,8.68063124354287,0.143953244874016,"Moderate reliability"
"26163590600","Census Tract 5906; Wayne County; Michigan",868,158,36.6526497695853,8.15102561913131,13.408437143471,0.22238571209373,"Moderate reliability"
"26099210000","Census Tract 2100; Macomb County; Michigan",1684,182,36.6297505938242,4.77026516834494,7.84708620192742,0.130229256028546,"Moderate reliability"
"26093743900","Census Tract 7439; Livingston County; Michigan",1376,233,36.6282703488372,5.86670841875569,9.65073534885311,0.160168863090799,"Moderate reliability"
"26163513900","Census Tract 5139; Wayne County; Michigan",475,197,36.6042105263158,16.1285124402351,26.5314029641867,0.440619049238607,"Low reliability"
"26065980100","Census Tract 9801; Ingham County; Michigan",27,15,36.5925925925926,41.1145950131047,67.6335087965573,1.12357698922452,"Low reliability"
"26099223802","Census Tract 2238.02; Macomb County; Michigan",3753,546,36.5462296829203,5.09565256968903,8.38234847713846,0.139430321921018,"Moderate reliability"
"26125130100","Census Tract 1301; Oakland County; Michigan",1086,174,36.5354511970534,5.41790585207402,8.91245512666175,0.148291746086633,"Moderate reliability"
"26117970100","Census Tract 9701; Montcalm County; Michigan",1579,213,36.5218492716909,4.49305744950469,7.39107950443522,0.123023821057916,"Moderate reliability"
"26129950400","Census Tract 9504; Ogemaw County; Michigan",1136,137,36.4713908450704,4.24812587306422,6.98816706119064,0.116478307370019,"High reliability"
"26099224101","Census Tract 2241.01; Macomb County; Michigan",1735,313,36.4682997118156,6.59433975300318,10.8476888936902,0.180823888284176,"Moderate reliability"
"26123971000","Census Tract 9710; Newaygo County; Michigan",2214,201,36.4304426377597,4.23983621156527,6.97453056802486,0.116381682586824,"High reliability"
"26155030200","Census Tract 302; Shiawassee County; Michigan",1470,140,36.3931972789116,3.57621770369071,5.88287812257121,0.0982661038623002,"High reliability"
"26163534700","Census Tract 5347; Wayne County; Michigan",1034,345,36.3621856866538,11.0524672827219,18.1813086800775,0.303954976138262,"Low reliability"
"26099223401","Census Tract 2234.01; Macomb County; Michigan",3352,669,36.353669451074,6.99036943240583,11.4991577163076,0.192287863590048,"Moderate reliability"
"26085961100","Census Tract 9611; Lake County; Michigan",1377,193,36.3024691358025,6.55615790659974,10.7848797563566,0.18059812631681,"Moderate reliability"
"26087340500","Census Tract 3405; Lapeer County; Michigan",1113,169,36.2740341419587,4.8582712487186,7.9918562041421,0.133932477146207,"Moderate reliability"
"26163534200","Census Tract 5342; Wayne County; Michigan",451,167,36.2716186252772,13.941832810996,22.9343149740884,0.384373053627117,"Low reliability"
"26065006001","Census Tract 60.01; Ingham County; Michigan",1474,259,36.2483039348711,5.44869721895431,8.96310692517984,0.150315921780622,"Moderate reliability"
"26145012400","Census Tract 124; Saginaw County; Michigan",704,158,36.2414772727273,6.42670510904702,10.5719299043824,0.177330108833155,"Moderate reliability"
"26081010902","Census Tract 109.02; Kent County; Michigan",1656,163,36.2083333333333,5.18549641663409,8.53014160536307,0.143212789412219,"Moderate reliability"
"26155031302","Census Tract 313.02; Shiawassee County; Michigan",1665,173,36.1957957957958,4.10099373267232,6.74613469024596,0.113300278181718,"High reliability"
"26093725000","Census Tract 7250; Livingston County; Michigan",2310,345,36.1950216450216,5.81642504441795,9.56801919806753,0.16069682459267,"Moderate reliability"
"26163533100","Census Tract 5331; Wayne County; Michigan",396,174,36.1224747474747,15.8577650967453,26.086023584146,0.438999963529738,"Low reliability"
"26087336000","Census Tract 3360; Lapeer County; Michigan",2170,318,36.0755760368664,5.74642349620372,9.45286665125511,0.159288475125978,"Moderate reliability"
"26093743500","Census Tract 7435; Livingston County; Michigan",851,172,36.0528789659224,6.28680832873959,10.3417997007766,0.174377428628708,"Moderate reliability"
"26125154100","Census Tract 1541; Oakland County; Michigan",1237,176,35.9793856103476,5.74722502450162,9.45418516530516,0.159736608255165,"Moderate reliability"
"26163531501","Census Tract 5315.01; Wayne County; Michigan",336,238,35.9583333333333,23.1800424972747,38.1311699080168,0.644636176053988,"Low reliability"
"26123970800","Census Tract 9708; Newaygo County; Michigan",1541,278,35.929591174562,5.86628919869879,9.65004573185951,0.163271804852934,"Moderate reliability"
"26125139400","Census Tract 1394; Oakland County; Michigan",2723,443,35.8979067205288,6.84548314952974,11.2608197809764,0.19069310093268,"Moderate reliability"
"26085961200","Census Tract 9612; Lake County; Michigan",853,136,35.8669402110199,5.79272018957688,9.52902471185396,0.161505836725852,"Moderate reliability"
"26161445000","Census Tract 4450; Washtenaw County; Michigan",970,106,35.840206185567,4.79834312780876,7.89327444524541,0.13388157152235,"Moderate reliability"
"26087341500","Census Tract 3415; Lapeer County; Michigan",1955,177,35.8350383631714,4.03958150016202,6.64511156776652,0.112727143172633,"High reliability"
"26125157300","Census Tract 1573; Oakland County; Michigan",1291,241,35.8179705654531,6.43756522071459,10.5897947880755,0.179730038276476,"Moderate reliability"
"26049012402","Census Tract 124.02; Genesee County; Michigan",1130,175,35.7889380530973,5.10471917736765,8.39726304676978,0.142633994051295,"Moderate reliability"
"26125130500","Census Tract 1305; Oakland County; Michigan",1210,155,35.754132231405,5.07527145004709,8.34882153532747,0.141949227496261,"Moderate reliability"
"26093713100","Census Tract 7131; Livingston County; Michigan",2119,307,35.7491741387447,4.74883320754718,7.81183062641511,0.132837563998449,"Moderate reliability"
"26067030101","Census Tract 301.01; Ionia County; Michigan",1006,123,35.7241550695825,5.36303564233532,8.8221936316416,0.150123512561441,"Moderate reliability"
"26151970100","Census Tract 9701; Sanilac County; Michigan",538,70,35.7128252788104,4.68872966589575,7.71296030039851,0.131289799372936,"Moderate reliability"
"26099223500","Census Tract 2235; Macomb County; Michigan",593,127,35.6441821247892,7.71570273464876,12.6923309984972,0.216464574993931,"Moderate reliability"
"26091060302","Census Tract 603.02; Lenawee County; Michigan",1663,211,35.6247745039086,4.75875982297822,7.82815990879917,0.133580068624886,"Moderate reliability"
"26117970501","Census Tract 9705.01; Montcalm County; Michigan",2418,379,35.6106286186931,6.93463221303571,11.4074699904437,0.194734900281864,"Moderate reliability"
"26161422202","Census Tract 4222.02; Washtenaw County; Michigan",1890,337,35.418253968254,6.41111513571764,10.5462843982555,0.181011608913981,"Moderate reliability"
"26125130600","Census Tract 1306; Oakland County; Michigan",1424,306,35.3890449438202,6.58487168218271,10.8321139171906,0.186070906763269,"Moderate reliability"
"26093733100","Census Tract 7331; Livingston County; Michigan",722,128,35.3746537396122,6.19262799218558,10.1868730471453,0.175058335207141,"Moderate reliability"
"26151970500","Census Tract 9705; Sanilac County; Michigan",930,120,35.3709677419355,5.02064390534867,8.25895922429857,0.141942508951946,"Moderate reliability"
"26099214000","Census Tract 2140; Macomb County; Michigan",1265,189,35.2786561264822,5.52302085837514,9.0853693120271,0.156554173678663,"Moderate reliability"
"26093712602","Census Tract 7126.02; Livingston County; Michigan",1650,309,35.2778787878788,6.11896683647496,10.0657004460013,0.17345053179834,"Moderate reliability"
"26075006306","Census Tract 63.06; Jackson County; Michigan",891,130,35.2744107744108,4.97394885842117,8.18214587210282,0.14100728401194,"Moderate reliability"
"26163589402","Census Tract 5894.02; Wayne County; Michigan",1285,248,35.2642023346303,7.16006055951729,11.7782996204059,0.203040479735619,"Moderate reliability"
"26163501100","Census Tract 5011; Wayne County; Michigan",793,290,35.2585119798235,11.9317548102424,19.6277366628487,0.338407781277618,"Low reliability"
"26049013402","Census Tract 134.02; Genesee County; Michigan",766,132,35.2147519582245,4.79396939791277,7.88607965956651,0.136135259552584,"Moderate reliability"
"26107960800","Census Tract 9608; Mecosta County; Michigan",1653,163,35.1545674531155,3.45010032449617,5.67541503379619,0.0981408839433865,"High reliability"
"26049010700","Census Tract 107; Genesee County; Michigan",1658,260,35.1230398069964,5.56391500718969,9.15264018682705,0.158412114605222,"Moderate reliability"
"26163530900","Census Tract 5309; Wayne County; Michigan",360,204,35.1041666666667,17.6608650090955,29.0521229399621,0.503098825184917,"Low reliability"
"26093744800","Census Tract 7448; Livingston County; Michigan",1628,224,35.0669533169533,4.70931765205479,7.74682753763012,0.13429503297562,"Moderate reliability"
"26125138100","Census Tract 1381; Oakland County; Michigan",2824,385,35.0309844192635,4.91969128148634,8.09289215804504,0.140438282367567,"Moderate reliability"
"26049013205","Census Tract 132.05; Genesee County; Michigan",1088,221,35.0294117647059,7.5315340159824,12.389373456291,0.215006008852562,"Moderate reliability"
"26099220002","Census Tract 2200.02; Macomb County; Michigan",1728,339,35.017650462963,6.52539026421049,10.7342669846263,0.186345747871125,"Moderate reliability"
"26157000900","Census Tract 9; Tuscola County; Michigan",2023,243,35.0017301038062,5.46325350373137,8.98705201363811,0.156085241716017,"Moderate reliability"
"26049002600","Census Tract 26; Genesee County; Michigan",614,170,34.9951140065147,10.0188764387295,16.4810517417101,0.286293579065479,"Moderate reliability"
"26115832800","Census Tract 8328; Monroe County; Michigan",1933,189,34.9937920331092,4.18885208011852,6.89066167179496,0.119702719732553,"High reliability"
"26099216000","Census Tract 2160; Macomb County; Michigan",1535,172,34.9788273615635,5.99667236333347,9.86452603768355,0.17143720403626,"Moderate reliability"
"26163522800","Census Tract 5228; Wayne County; Michigan",539,196,34.969387755102,12.9213096413494,21.2555543600198,0.369503456332724,"Low reliability"
"26147645000","Census Tract 6450; St. Clair County; Michigan",1463,198,34.9637730690362,5.64391440241611,9.2842391919745,0.161421777657467,"Moderate reliability"
"26099245400","Census Tract 2454; Macomb County; Michigan",686,133,34.9373177842566,7.4774792288263,12.3004533314193,0.21402556644448,"Moderate reliability"
"26091060500","Census Tract 605; Lenawee County; Michigan",1479,184,34.9276538201487,4.34524615372543,7.14792992287834,0.124407043659451,"Moderate reliability"
"26099221500","Census Tract 2215; Macomb County; Michigan",541,115,34.9223659889094,7.32114091052675,12.0432767978165,0.209640461154659,"Moderate reliability"
"26157001000","Census Tract 10; Tuscola County; Michigan",2302,495,34.8920503909644,6.29916170554172,10.3621210056161,0.18053286163925,"Moderate reliability"
"26125144301","Census Tract 1443.01; Oakland County; Michigan",1422,225,34.8800984528833,5.77218741142789,9.49524829179887,0.165486557305022,"Moderate reliability"
"26125120300","Census Tract 1203; Oakland County; Michigan",1471,177,34.8368456832087,4.78736817028631,7.87522064012099,0.137422550073006,"Moderate reliability"
"26099222105","Census Tract 2221.05; Macomb County; Michigan",2158,329,34.83109360519,5.52346383623184,9.08609801060138,0.158578536144751,"Moderate reliability"
"26163533400","Census Tract 5334; Wayne County; Michigan",561,156,34.8262032085562,9.48993874192044,15.6109492304591,0.272494210324625,"Moderate reliability"
"26075006304","Census Tract 63.04; Jackson County; Michigan",1067,267,34.8200562324274,8.91822968470072,14.6704878313327,0.256123356756538,"Moderate reliability"
"26163538600","Census Tract 5386; Wayne County; Michigan",1818,459,34.7920792079208,8.77825447319485,14.4402286084055,0.252306118893762,"Moderate reliability"
"26087339500","Census Tract 3395; Lapeer County; Michigan",1971,174,34.7534246575342,4.2350145443434,6.96659892544489,0.1218589127856,"Moderate reliability"
"26049011711","Census Tract 117.11; Genesee County; Michigan",1121,178,34.7457627118644,7.27943786358797,11.9746752856022,0.209505772659361,"Moderate reliability"
"26093733603","Census Tract 7336.03; Livingston County; Michigan",1479,273,34.7383367139959,6.28756743363462,10.3430484283289,0.18099794142134,"Moderate reliability"
"26049011503","Census Tract 115.03; Genesee County; Michigan",2328,414,34.6920103092784,6.3532055501075,10.4510231299268,0.183131663269694,"Moderate reliability"
"26163543700","Census Tract 5437; Wayne County; Michigan",467,174,34.6873661670236,12.1657516174925,20.0126614107752,0.350725724141552,"Low reliability"
"26039960100","Census Tract 9601; Crawford County; Michigan",715,104,34.6769230769231,5.80349321674506,9.54674634154562,0.167358943694955,"Moderate reliability"
"26051000102","Census Tract 1.02; Gladwin County; Michigan",418,125,34.6674641148325,10.1116573122877,16.6336762787133,0.291675712962271,"Moderate reliability"
"26125131100","Census Tract 1311; Oakland County; Michigan",862,124,34.6403712296984,5.10057412196031,8.39044443062472,0.147243633393496,"Moderate reliability"
"26161431000","Census Tract 4310; Washtenaw County; Michigan",1861,222,34.6386351423966,4.21765788380709,6.93804721886266,0.121761664871282,"Moderate reliability"
